text,congruent,letterColor,correctResponse,reactionTime,participant,group
green,incong,blue,1,1.156865855,36,L2
blue,cong,blue,1,0.422631346,36,L2
green,cong,green,1,0.405898826,36,L2
blue,incong,green,0,0.82186034,36,L2
green,incong,red,1,1.225785275,36,L2
green,cong,green,1,1.163629296,36,L2
blue,incong,red,1,1.293440881,36,L2
red,incong,green,1,0.984241704,36,L2
red,incong,blue,1,1.888815201,36,L2
red,cong,red,1,1.704538208,36,L2
red,cong,red,1,0.570308315,36,L2
green,incong,blue,1,1.252253038,36,L2
blue,cong,blue,1,2.276340505,36,L2
red,incong,green,1,0.348932162,36,L2
red,cong,red,1,0.478909567,36,L2
green,incong,red,1,0.954750779,36,L2
red,incong,blue,1,0.836738762,36,L2
green,incong,blue,1,0.3821393,36,L2
blue,incong,red,1,1.250466839,36,L2
red,cong,red,0,0.350435612,36,L2
green,cong,green,1,0.358816885,36,L2
blue,incong,green,1,0.786194095,36,L2
green,cong,green,1,0.464720751,36,L2
blue,cong,blue,1,0.405178582,36,L2
blue,cong,blue,1,1.072423302,36,L2
red,incong,green,0,0.726175459,37,L2
red,incong,blue,1,0.904860838,37,L2
red,cong,red,1,1.092300463,37,L2
green,cong,green,1,0.739698705,37,L2
green,incong,blue,1,0.578544689,37,L2
blue,incong,red,1,0.478012539,37,L2
blue,cong,blue,1,1.00978858,37,L2
red,cong,red,1,1.972952388,37,L2
blue,incong,green,1,1.379804412,37,L2
green,cong,green,1,1.037192808,37,L2
green,incong,red,1,1.800001017,37,L2
blue,cong,blue,1,1.102873592,37,L2
blue,incong,green,1,1.399782777,37,L2
red,cong,red,1,0.867857428,37,L2
red,incong,green,0,1.632069787,37,L2
red,cong,red,1,1.158311651,37,L2
blue,cong,blue,1,1.085790435,37,L2
red,incong,blue,1,1.600374407,37,L2
blue,incong,red,1,1.318596624,37,L2
blue,cong,blue,1,1.520391103,37,L2
green,cong,green,1,0.880103946,37,L2
green,incong,blue,1,1.793117652,37,L2
green,incong,red,1,1.689386498,37,L2
green,cong,green,1,2.159852955,37,L2
red,cong,red,1,0.674055261,37,L2
green,cong,green,1,1.241926329,37,L2
red,incong,green,1,1.048578779,37,L2
red,incong,blue,1,1.833474577,37,L2
blue,incong,red,1,0.818299009,37,L2
green,cong,green,1,1.370344136,37,L2
green,incong,blue,1,1.422906905,37,L2
blue,cong,blue,1,0.438119934,37,L2
green,incong,red,1,1.605705255,37,L2
blue,cong,blue,1,1.198014665,37,L2
red,cong,red,1,1.282705534,37,L2
blue,incong,green,1,2.02178162,37,L2
red,cong,red,1,0.60817447,37,L2
green,cong,green,1,2.191639973,37,L2
blue,cong,blue,1,0.618208339,37,L2
green,incong,red,1,1.894210927,37,L2
red,incong,green,1,1.226011209,37,L2
red,cong,red,1,0.885086955,37,L2
blue,incong,green,1,1.47933519,37,L2
red,incong,blue,1,0.552458706,37,L2
blue,incong,red,1,0.33472848,37,L2
green,cong,green,1,0.742134442,37,L2
green,incong,blue,1,1.265836814,37,L2
blue,cong,blue,1,1.730364455,37,L2
blue,cong,blue,1,1.455152771,37,L2
green,cong,green,1,0.342110622,37,L2
red,cong,red,1,0.540580111,37,L2
green,cong,green,1,0.579787715,37,L2
red,incong,green,1,1.00278002,37,L2
red,cong,red,1,1.326984563,37,L2
green,incong,blue,1,1.543251405,37,L2
blue,cong,blue,1,1.606612734,37,L2
green,incong,red,1,1.181689558,37,L2
blue,incong,red,1,0.908139046,37,L2
red,incong,blue,1,1.452436948,37,L2
blue,incong,green,1,0.458609925,37,L2
green,incong,red,1,0.383086486,38,L2
green,cong,green,1,0.400653038,38,L2
green,incong,blue,1,4.62476681,38,L2
red,cong,red,1,1.33027073,38,L2
blue,cong,blue,1,0.435836294,38,L2
red,incong,blue,1,1.157218418,38,L2
blue,cong,blue,1,1.236153543,38,L2
green,cong,green,1,0.336670087,38,L2
red,incong,green,0,0.557825114,38,L2
red,cong,red,1,0.741450924,38,L2
blue,incong,red,1,1.361453796,38,L2
blue,incong,green,0,0.504735345,38,L2
green,incong,blue,1,0.386608803,38,L2
red,cong,red,1,0.598858736,38,L2
blue,cong,blue,1,0.900428345,38,L2
red,incong,green,1,1.064901276,38,L2
blue,incong,red,1,0.402277556,38,L2
red,cong,red,1,1.171884195,38,L2
red,incong,blue,1,0.397620642,38,L2
green,incong,red,1,0.806960946,38,L2
green,cong,green,1,1.106587164,38,L2
blue,incong,green,1,0.896924702,38,L2
green,cong,green,1,0.323737715,38,L2
blue,cong,blue,1,2.202172137,38,L2
blue,cong,blue,1,0.46354621,38,L2
green,incong,red,1,0.714056155,38,L2
red,incong,green,1,0.990050073,38,L2
red,cong,red,1,0.692589729,38,L2
blue,incong,green,1,0.659854669,38,L2
red,cong,red,1,0.981365646,38,L2
green,cong,green,1,0.856063467,38,L2
red,incong,blue,1,0.674232033,38,L2
blue,cong,blue,1,1.174346925,38,L2
blue,incong,red,1,0.819125551,38,L2
green,cong,green,1,1.531716502,38,L2
green,incong,blue,1,1.501951962,38,L2
red,incong,blue,1,3.182745982,38,L2
red,incong,green,1,1.021371181,38,L2
green,incong,blue,1,0.528389602,38,L2
green,cong,green,0,1.046427443,38,L2
blue,cong,blue,1,1.393358204,38,L2
blue,incong,red,1,1.26733154,38,L2
red,cong,red,0,0.965187058,38,L2
green,incong,red,1,1.039386154,38,L2
red,cong,red,1,0.397482154,38,L2
green,cong,green,1,0.64739575,38,L2
blue,incong,green,1,0.682034395,38,L2
blue,cong,blue,1,0.680340908,38,L2
red,cong,red,1,0.715561817,38,L2
green,cong,green,1,0.758845286,38,L2
blue,incong,red,1,0.545136687,38,L2
blue,incong,green,1,1.274615587,38,L2
red,cong,red,1,0.973945947,38,L2
blue,cong,blue,1,0.72842452,38,L2
red,incong,green,1,0.883095419,38,L2
blue,cong,blue,1,0.608493036,38,L2
green,cong,green,1,0.98209989,38,L2
red,incong,blue,1,1.117537922,38,L2
green,incong,red,1,0.643780642,38,L2
green,incong,blue,1,0.902020298,38,L2
green,cong,green,1,2.100659511,39,L2
green,incong,red,1,1.436929765,39,L2
blue,cong,blue,1,1.392667322,39,L2
red,incong,blue,1,1.264110432,39,L2
red,cong,red,1,1.784799707,39,L2
blue,incong,red,1,0.944355946,39,L2
blue,cong,blue,1,1.273853908,39,L2
red,cong,red,1,0.467304294,39,L2
green,incong,blue,1,1.22095649,39,L2
green,cong,green,1,0.436743405,39,L2
red,incong,green,1,1.928412586,39,L2
blue,incong,green,1,1.483896108,39,L2
blue,cong,blue,1,2.188998963,39,L2
red,cong,red,1,1.839543578,39,L2
green,cong,green,1,0.98114041,39,L2
red,incong,green,1,0.755597662,39,L2
green,cong,green,1,1.177045037,39,L2
blue,incong,green,1,1.329064925,39,L2
red,cong,red,1,1.933997133,39,L2
blue,cong,blue,1,0.638637919,39,L2
green,incong,red,1,1.19393173,39,L2
blue,incong,red,1,0.414012903,39,L2
red,incong,blue,1,1.774508174,39,L2
green,incong,blue,1,1.372322253,39,L2
green,incong,red,1,0.598493129,39,L2
green,incong,blue,1,1.728967815,39,L2
red,cong,red,1,1.217124417,39,L2
red,incong,blue,1,0.325533364,39,L2
red,incong,green,1,0.356907062,39,L2
blue,incong,green,1,0.50630469,39,L2
green,cong,green,1,1.171262762,39,L2
blue,cong,blue,1,0.906457875,39,L2
blue,incong,red,1,1.040313801,39,L2
blue,cong,blue,1,1.706717759,39,L2
green,cong,green,1,1.303834281,39,L2
red,cong,red,1,1.209214846,39,L2
red,incong,blue,1,1.123136371,39,L2
green,cong,green,1,1.013976617,39,L2
blue,cong,blue,1,1.389582381,39,L2
green,cong,green,1,1.24501722,39,L2
blue,incong,green,1,0.976425364,39,L2
red,cong,red,1,0.414479578,39,L2
green,incong,red,1,1.673540839,39,L2
green,incong,blue,1,1.743714569,39,L2
blue,incong,red,1,1.933444906,39,L2
red,cong,red,1,1.167328931,39,L2
blue,cong,blue,1,0.968960867,39,L2
red,incong,green,1,1.785771193,39,L2
green,incong,red,1,2.386677422,39,L2
blue,incong,green,1,2.559400119,39,L2
blue,cong,blue,1,0.618300433,39,L2
red,incong,blue,1,1.009405003,39,L2
blue,incong,red,1,1.328086737,39,L2
green,cong,green,1,0.867585653,39,L2
red,cong,red,1,1.318203593,39,L2
green,incong,blue,1,1.247491393,39,L2
red,incong,green,1,1.058040488,39,L2
green,cong,green,1,0.375318709,39,L2
blue,cong,blue,1,1.089001528,39,L2
red,cong,red,1,0.909831254,39,L2
blue,incong,red,1,0.727651425,40,L2
red,cong,red,1,2.248388386,40,L2
green,cong,green,1,1.935689878,40,L2
blue,cong,blue,1,1.76077185,40,L2
green,cong,green,1,0.782800548,40,L2
red,incong,green,1,0.808711359,40,L2
blue,cong,blue,1,1.508664367,40,L2
green,incong,blue,1,0.491506255,40,L2
red,incong,blue,1,1.701128763,40,L2
green,incong,red,1,0.879198695,40,L2
blue,incong,green,1,1.852517313,40,L2
red,cong,red,1,0.94619727,40,L2
green,incong,blue,1,1.708681622,40,L2
red,cong,red,1,1.234011251,40,L2
blue,incong,green,0,6.640799694,40,L2
green,incong,red,1,1.909024134,40,L2
blue,cong,blue,1,0.614634862,40,L2
blue,incong,red,1,1.83325421,40,L2
blue,cong,blue,1,0.746092659,40,L2
red,cong,red,1,1.21321373,40,L2
red,incong,blue,1,1.391071146,40,L2
green,cong,green,1,0.496198711,40,L2
red,incong,green,1,0.48901631,40,L2
green,cong,green,1,0.538834476,40,L2
green,incong,blue,1,0.600112102,40,L2
blue,incong,red,1,0.515848199,40,L2
blue,cong,blue,1,0.496641428,40,L2
green,cong,green,1,0.604936311,40,L2
red,incong,green,1,0.483749839,40,L2
green,incong,red,1,1.307940048,40,L2
blue,incong,green,1,1.068969049,40,L2
red,cong,red,1,0.657901107,40,L2
green,cong,green,1,0.91586114,40,L2
blue,cong,blue,1,0.849025929,40,L2
red,cong,red,1,1.327518863,40,L2
red,incong,blue,1,1.305069869,40,L2
blue,incong,red,1,1.455964091,40,L2
red,incong,blue,1,1.524763142,40,L2
green,incong,red,0,2.221234073,40,L2
green,cong,green,1,0.745206456,40,L2
red,incong,green,1,0.917632116,40,L2
green,cong,green,1,1.129815043,40,L2
blue,cong,blue,1,1.369682388,40,L2
blue,incong,green,1,1.1949173,40,L2
red,cong,red,1,1.198196873,40,L2
blue,cong,blue,1,1.086464762,40,L2
red,cong,red,1,1.161224522,40,L2
green,incong,blue,0,1.976380186,40,L2
blue,cong,blue,1,1.253821298,40,L2
red,cong,red,1,1.266823464,40,L2
green,cong,green,1,1.024932594,40,L2
green,incong,blue,1,0.739795836,40,L2
blue,incong,green,1,1.119129234,40,L2
red,incong,blue,1,1.857353479,40,L2
red,incong,green,1,0.422574075,40,L2
green,incong,red,1,0.885886448,40,L2
blue,incong,red,1,1.101459033,40,L2
green,cong,green,1,1.258748954,40,L2
blue,cong,blue,1,1.550999288,40,L2
red,cong,red,1,0.929503308,40,L2
